2.0625000 58
0.0325117 23 36225
0.0336154 91 0
0.0336883 19 0
0.0362711 73 93340
0.0365029 41 0
0.0387295 75 0
0.0400490 31 0
0.0403475 54 134537
0.0437214 22 0
0.0447140 35 0
0.0459472 45 214626
0.0470679 7 0
0.0470679 45 0
0.0473534 6 0
0.0487386 58 0
0.0488403 60 391286
0.0497359 44 0
0.0531788 4 211890
0.0536687 83 134537
0.0569225 92 429078
0.0578871 32 0
0.0581397 17 615479
0.0590098 37 0
0.0658029 8 190969
0.0702015 13 0
0.0750872 20 0
0.0750872 46 0
0.0750872 54 0
0.0750872 83 0
0.0790889 76 0
0.0837590 87 494871
0.0837590 17 494871
0.0855836 36 494871
0.0879789 64 0
0.0879789 69 0
0.0879789 8 76146
0.0900803 21 0
0.0941740 48 0
0.0941740 92 0
0.0978914 52 0
0.1013143 67 0
0.1013143 26 0
0.1016714 97 0
0.1109699 78 518103
0.1172225 96 0
0.1172225 43 0
0.1183010 94 50770
0.1338835 29 0
0.1338835 87 42149
0.1338835 17 42149
0.1338835 36 42149
0.1446144 59 0
0.1494509 5 0
0.1760569 62 0
0.1760569 78 173828
0.1763510 77 86995
0.1791262 79 0
0.1791262 95 0
0.2156957 86 0
0.2231746 18 0
0.2231746 98 166625
0.2231746 4 166625
0.2324597 40 0
0.2324597 71 0
0.2324597 78 0
0.2551461 38 412363
0.3387935 1 0
0.3387935 74 0
0.3800370 16 412363
0.3819751 51 0
0.5050369 81 36141
0.5050369 8 36141
0.5050369 38 372358
0.5050369 16 372358
0.5577364 56 0
0.5577364 23 0
0.5577364 77 50770
0.5590327 9 0
0.5590327 72 0
0.5590327 81 0
0.5590327 8 0
0.5590327 38 336217
0.5590327 16 336217
0.5789112 39 0
0.6062716 65 0
0.6062716 98 0
0.6062716 4 0
0.7190206 80 0
0.7190206 87 0
0.7190206 17 0
0.7190206 36 0
1.2740439 93 50770
1.2740439 38 50770
1.2740439 16 50770
1.7014181 70 0
1.7014181 57 0
1.7014181 73 63653
1.7457465 24 0
1.7457465 73 0
1.9876717 66 50770
1.9876717 34 50770
1.9876717 60 50770
5.9673429 50 0
5.9673429 1 0
5.9673429 2 0
5.9673429 3 0
5.9673429 4 0
5.9673429 5 0
5.9673429 6 0
5.9673429 7 0
5.9673429 8 0
5.9673429 9 0
5.9673429 10 0
5.9673429 11 0
5.9673429 12 0
5.9673429 13 0
5.9673429 14 0
5.9673429 15 0
5.9673429 16 0
5.9673429 17 0
5.9673429 18 0
5.9673429 19 0
5.9673429 20 0
5.9673429 21 0
5.9673429 22 0
5.9673429 23 0
5.9673429 24 0
5.9673429 25 0
5.9673429 26 0
5.9673429 27 0
5.9673429 28 0
5.9673429 29 0
5.9673429 30 0
5.9673429 31 0
5.9673429 32 0
5.9673429 33 0
5.9673429 34 0
5.9673429 35 0
5.9673429 36 0
5.9673429 37 0
5.9673429 38 0
5.9673429 39 0
5.9673429 40 0
5.9673429 41 0
5.9673429 42 0
5.9673429 43 0
5.9673429 44 0
5.9673429 45 0
5.9673429 46 0
5.9673429 47 0
5.9673429 48 0
5.9673429 49 0
5.9673429 50 0
5.9673429 51 0
5.9673429 52 0
5.9673429 53 0
5.9673429 54 0
5.9673429 55 0
5.9673429 56 0
5.9673429 57 0
5.9673429 58 0
5.9673429 59 0
5.9673429 60 0
5.9673429 61 0
5.9673429 62 0
5.9673429 63 0
5.9673429 64 0
5.9673429 65 0
5.9673429 66 0
5.9673429 67 0
5.9673429 68 0
5.9673429 69 0
5.9673429 70 0
5.9673429 71 0
5.9673429 72 0
5.9673429 73 0
5.9673429 74 0
5.9673429 75 0
5.9673429 76 0
5.9673429 77 0
5.9673429 78 0
5.9673429 79 0
5.9673429 80 0
5.9673429 81 0
5.9673429 82 0
5.9673429 83 0
5.9673429 84 0
5.9673429 85 0
5.9673429 86 0
5.9673429 87 0
5.9673429 88 0
5.9673429 89 0
5.9673429 90 0
5.9673429 91 0
5.9673429 92 0
5.9673429 93 0
5.9673429 94 0
5.9673429 95 0
5.9673429 96 0
5.9673429 97 0
5.9673429 98 0
5.9673429 99 0

1.3546732 324
0.0000000 1 802839
0.0000000 2 910125
0.0000000 3 494806
0.0000000 4 441478
0.0000000 5 159962
0.0000000 6 820168
0.0000000 7 189941
0.0000000 8 233370
0.0000000 9 428764
0.0000000 10 750289
0.0000000 11 738771
0.0000000 12 146189
0.0000000 13 887972
0.0000000 14 917468
0.0000000 15 737446
0.0000000 16 546691
0.0000000 17 324759
0.0000000 18 620066
0.0000000 19 299817
0.0000000 20 15893
0.0000000 21 973014
0.0000000 22 793117
0.0000000 23 713800
0.0000000 24 723435
0.0000000 25 714754
0.0000000 26 789892
0.0000000 27 484235
0.0000000 28 284568
0.0000000 29 107578
0.0000000 30 962238
0.0000000 31 563893
0.0000000 32 696134
0.0000000 33 541591
0.0000000 34 846712
0.0000000 35 785808
0.0000000 36 569370
0.0000000 37 464984
0.0000000 38 763221
0.0000000 39 883644
0.0000000 40 180832
0.0000000 41 286555
0.0000000 42 372526
0.0000000 43 732160
0.0000000 44 447967
0.0000000 45 730682
0.0000000 46 545727
0.0000000 47 188751
0.0000000 48 962166
0.0000000 49 792664
0.0000000 50 346811
0.0000000 51 513003
0.0000000 52 720039
0.0000000 53 559500
0.0000000 54 285400
0.0000000 55 827234
0.0000000 56 458737
0.0000000 57 924775
0.0000000 58 885111
0.0000000 59 989498
0.0000000 60 674585
0.0000000 61 393308
0.0000000 62 713303
0.0000000 63 678674
0.0000000 64 84860
0.0000000 65 734744
0.0000000 66 518879
0.0000000 67 751115
0.0000000 68 329784
0.0000000 69 612315
0.0000000 70 933470
0.0000000 71 827317
0.0000000 72 800092
0.0000000 73 937710
0.0000000 74 424676
0.0000000 75 135641
0.0000000 76 146277
0.0000000 77 327504
0.0000000 78 879894
0.0000000 79 38115
0.0000000 80 868659
0.0000000 81 457413
0.0000000 82 896524
0.0000000 83 472245
0.0000000 84 52224
0.0000000 85 187608
0.0000000 86 42415
0.0000000 87 529508
0.0000000 88 86942
0.0000000 89 859271
0.0000000 90 275102
0.0000000 91 178519
0.0000000 92 398921
0.0000000 93 165529
0.0000000 94 795554
0.0000000 95 92066
0.0000000 96 872132
0.0000000 97 981096
0.0000000 98 529844
0.0000000 99 468530
0.0000000 6 0
0.0000000 86 0
0.0000000 28 0
0.0000000 18 0
0.0000000 22 0
0.0000000 98 0
0.0000000 36 0
0.0000000 68 0
0.0000000 14 0
0.0000000 29 0
0.0000000 58 0
0.0000000 94 0
0.0000000 62 0
0.0000000 5 0
0.0000000 30 0
0.0000000 85 0
0.0000000 82 0
0.0000000 84 0
0.0000000 4 0
0.0000000 52 372526
0.0000000 8 38115
0.0000000 23 0
0.0000000 12 0
0.0000000 32 275102
0.0000000 96 742412
0.0000000 80 810377
0.0032077 34 0
0.0037973 2 0
0.0067095 51 0
0.0068185 54 0
0.0080604 9 0
0.0093721 38 0
0.0133589 10 0
0.0161791 48 0
0.0177746 31 0
0.0177746 96 178519
0.0192809 91 0
0.0192809 96 0
0.0215786 43 0
0.0216174 78 0
0.0218410 77 0
0.0218989 44 0
0.0237585 89 0
0.0241400 83 0
0.0256190 71 84860
0.0260603 55 0
0.0275683 26 0
0.0276296 7 0
0.0278070 33 0
0.0287771 81 0
0.0288643 57 424676
0.0310067 97 468530
0.0319563 72 0
0.0339349 49 0
0.0358265 60 0
0.0382814 70 84860
0.0408169 39 146277
0.0465992 35 0
0.0480769 53 0
0.0499902 65 0
0.0503915 15 0
0.0525996 13 0
0.0542441 11 0
0.0553521 74 15893
0.0553521 57 15893
0.0587415 73 384677
0.0589451 21 494806
0.0590819 92 0
0.0671443 42 0
0.0671443 52 0
0.0695342 90 0
0.0695342 32 0
0.0763452 99 0
0.0763452 97 0
0.0789501 3 0
0.0789501 21 0
0.0795771 27 0
0.0852665 66 0
0.0889644 37 0
0.1047135 46 0
0.1087052 17 0
0.1114187 76 0
0.1114187 39 0
0.1142346 1 0
0.1158583 63 0
0.1296819 41 0
0.1472840 25 92066
0.1480251 69 0
0.1489042 19 0
0.1489042 73 84860
0.1619774 45 0
0.1759337 61 165529
0.2006824 47 0
0.2087759 24 346811
0.2087759 80 433753
0.2144926 50 38115
0.2144926 24 38115
0.2144926 80 125057
0.2340746 59 92066
0.2599491 87 180832
0.2646840 75 0
0.3442461 67 346361
0.4211525 64 0
0.4211525 71 0
0.4211525 70 0
0.4211525 73 0
0.4457285 93 0
0.4457285 61 0
0.4457285 67 180832
0.4925271 95 0
0.4925271 25 0
0.4925271 59 0
0.5215117 40 0
0.5215117 87 0
0.5215117 67 0
0.8028129 56 0
0.9688312 79 0
0.9688312 8 0
0.9688312 50 0
0.9688312 24 0
0.9688312 80 86942
0.9998742 20 0
0.9998742 74 0
0.9998742 57 0
1.1178752 16 86942
1.3546732 88 0
1.3546732 1 0
1.3546732 2 0
1.3546732 3 0
1.3546732 4 0
1.3546732 5 0
1.3546732 6 0
1.3546732 7 0
1.3546732 8 0
1.3546732 9 0
1.3546732 10 0
1.3546732 11 0
1.3546732 12 0
1.3546732 13 0
1.3546732 14 0
1.3546732 15 0
1.3546732 16 0
1.3546732 17 0
1.3546732 18 0
1.3546732 19 0
1.3546732 20 0
1.3546732 21 0
1.3546732 22 0
1.3546732 23 0
1.3546732 24 0
1.3546732 25 0
1.3546732 26 0
1.3546732 27 0
1.3546732 28 0
1.3546732 29 0
1.3546732 30 0
1.3546732 31 0
1.3546732 32 0
1.3546732 33 0
1.3546732 34 0
1.3546732 35 0
1.3546732 36 0
1.3546732 37 0
1.3546732 38 0
1.3546732 39 0
1.3546732 40 0
1.3546732 41 0
1.3546732 42 0
1.3546732 43 0
1.3546732 44 0
1.3546732 45 0
1.3546732 46 0
1.3546732 47 0
1.3546732 48 0
1.3546732 49 0
1.3546732 50 0
1.3546732 51 0
1.3546732 52 0
1.3546732 53 0
1.3546732 54 0
1.3546732 55 0
1.3546732 56 0
1.3546732 57 0
1.3546732 58 0
1.3546732 59 0
1.3546732 60 0
1.3546732 61 0
1.3546732 62 0
1.3546732 63 0
1.3546732 64 0
1.3546732 65 0
1.3546732 66 0
1.3546732 67 0
1.3546732 68 0
1.3546732 69 0
1.3546732 70 0
1.3546732 71 0
1.3546732 72 0
1.3546732 73 0
1.3546732 74 0
1.3546732 75 0
1.3546732 76 0
1.3546732 77 0
1.3546732 78 0
1.3546732 79 0
1.3546732 80 0
1.3546732 81 0
1.3546732 82 0
1.3546732 83 0
1.3546732 84 0
1.3546732 85 0
1.3546732 86 0
1.3546732 87 0
1.3546732 88 0
1.3546732 89 0
1.3546732 90 0
1.3546732 91 0
1.3546732 92 0
1.3546732 93 0
1.3546732 94 0
1.3546732 95 0
1.3546732 96 0
1.3546732 97 0
1.3546732 98 0
1.3546732 99 0

35.5208344 498
0.0000000 1 108310
0.0000000 2 104170
0.0000000 3 6226
0.0000000 4 120484
0.0000000 5 593
0.0000000 6 7076
0.0000000 7 37308
0.0000000 8 72472
0.0000000 9 767742
0.0000000 10 4061
0.0000000 11 9262
0.0000000 12 109914
0.0000000 13 630682
0.0000000 14 580159
0.0000000 15 9473
0.0000000 16 598113
0.0000000 17 671
0.0000000 18 271938
0.0000000 19 3953
0.0000000 20 201524
0.0000000 21 862324
0.0000000 22 774043
0.0000000 23 456
0.0000000 24 39471
0.0000000 25 21010
0.0000000 26 7863
0.0000000 27 9676
0.0000000 28 770
0.0000000 29 23726
0.0000000 30 6369
0.0000000 31 367404
0.0000000 32 16204
0.0000000 33 54718
0.0000000 34 721709
0.0000000 35 705248
0.0000000 36 31883
0.0000000 37 28436
0.0000000 38 272900
0.0000000 39 505621
0.0000000 40 3686
0.0000000 41 3027
0.0000000 42 81013
0.0000000 43 31155
0.0000000 44 372947
0.0000000 45 366023
0.0000000 46 29974
0.0000000 47 1817
0.0000000 48 16430
0.0000000 49 19519
0.0000000 50 1209
0.0000000 51 396
0.0000000 52 548058
0.0000000 53 9386
0.0000000 54 18490
0.0000000 55 46966
0.0000000 56 482282
0.0000000 57 1339
0.0000000 58 2426
0.0000000 59 198422
0.0000000 60 28325
0.0000000 61 23257
0.0000000 62 25433
0.0000000 63 978606
0.0000000 64 977664
0.0000000 65 6525
0.0000000 66 925479
0.0000000 67 517293
0.0000000 68 496319
0.0000000 69 782169
0.0000000 70 623017
0.0000000 71 424001
0.0000000 72 332749
0.0000000 73 6320
0.0000000 74 532
0.0000000 75 9134
0.0000000 76 800992
0.0000000 77 17584
0.0000000 78 447636
0.0000000 79 236960
0.0000000 80 484798
0.0000000 81 22451
0.0000000 82 785212
0.0000000 83 943407
0.0000000 84 1584
0.0000000 85 618971
0.0000000 86 21907
0.0000000 87 19463
0.0000000 88 10040
0.0000000 89 730004
0.0000000 90 3199
0.0000000 91 261822
0.0000000 92 204101
0.0000000 93 611195
0.0000000 94 957127
0.0000000 95 589710
0.0000000 96 346984
0.0000000 97 104909
0.0000000 98 9998
0.0000000 99 823155
0.0000000 50 0
0.0000000 77 0
0.0000000 58 0
0.0000000 42 0
0.0000000 29 0
0.0000000 51 0
0.0000000 75 0
0.0000000 5 0
0.0000000 48 0
0.0000000 62 0
0.0000000 12 0
0.0000000 54 0
0.0000000 28 0
0.0000000 74 0
0.0000000 25 0
0.0000000 65 0
0.0000000 46 0
0.0000000 23 0
0.0000000 3 0
0.0000000 36 0
0.0000000 6 0
0.0000000 22 447636
0.0000000 64 31155
0.0000000 52 204101
0.0000000 94 580159
0.0000000 16 19463
0.0000000 56 22451
0.0000000 83 372947
0.0000000 63 201524
0.0000000 66 201524
0.0000000 38 198422
0.0064381 99 22451
0.0221819 76 108310
0.0247696 45 104170
0.0287676 67 31155
0.0292224 71 204101
0.0297192 82 104170
0.0499442 9 496319
0.0541003 69 22451
0.0558181 44 39471
0.0558181 83 39471
0.0584446 21 22451
0.0623797 35 39471
0.0633788 68 271938
0.0633788 9 271938
0.0890936 39 39471
0.0892469 85 346984
0.0963949 31 198422
0.0966828 93 204101
0.1000899 91 108310
0.1046620 14 204101
0.1046620 94 204101
0.1114908 13 589710
0.1151884 80 22451
0.1194326 79 108310
0.1235819 92 31155
0.1235819 52 31155
0.1235819 71 31155
0.1235819 93 31155
0.1235819 14 31155
0.1235819 94 31155
0.1388026 33 0
0.1420809 95 31155
0.1420809 13 31155
0.1602194 37 0
0.1611178 89 31155
0.1654309 34 31155
0.1705100 59 108310
0.1705100 38 108310
0.1705100 31 108310
0.1858870 78 332749
0.1858870 22 332749
0.1930163 70 31155
0.2860139 8 0
0.3416932 18 22451
0.3416932 68 22451
0.3416932 9 22451
0.3811040 20 104170
0.3811040 63 104170
0.3811040 66 104170
0.4000996 88 0
0.4427449 27 0
0.6563740 7 0
0.6712010 86 0
0.7483129 72 216279
0.7483129 78 216279
0.7483129 22 216279
0.8302054 96 216279
0.8302054 85 216279
0.8335604 55 0
0.8335604 72 169313
0.8335604 78 169313
0.8335604 22 169313
0.8335604 96 169313
0.8335604 85 169313
0.8864824 57 0
0.8864824 72 167974
0.8864824 78 167974
0.8864824 22 167974
0.8864824 96 167974
0.8864824 85 167974
0.9318070 32 0
0.9318070 72 151770
0.9318070 78 151770
0.9318070 22 151770
0.9318070 96 151770
0.9318070 85 151770
0.9579901 2 39471
0.9579901 45 39471
0.9579901 82 39471
0.9579901 20 39471
0.9579901 63 39471
0.9579901 66 39471
1.1529281 4 22451
1.2118048 53 0
1.2118048 72 142384
1.2118048 78 142384
1.2118048 22 142384
1.2118048 96 142384
1.2118048 85 142384
1.2373875 60 0
1.2373875 72 114059
1.2373875 78 114059
1.2373875 22 114059
1.2373875 96 114059
1.2373875 85 114059
1.3405825 26 0
1.3405825 72 106196
1.3405825 78 106196
1.3405825 22 106196
1.3405825 96 106196
1.3405825 85 106196
1.3706978 97 22451
1.3996106 49 0
1.3996106 72 86677
1.3996106 78 86677
1.3996106 22 86677
1.3996106 96 86677
1.3996106 85 86677
1.4188846 61 0
1.4188846 72 63420
1.4188846 78 63420
1.4188846 22 63420
1.4188846 96 63420
1.4188846 85 63420
1.5763889 84 0
1.5763889 72 61836
1.5763889 78 61836
1.5763889 22 61836
1.5763889 96 61836
1.5763889 85 61836
1.9273578 10 0
1.9273578 72 57775
1.9273578 78 57775
1.9273578 22 57775
1.9273578 96 57775
1.9273578 85 57775
1.9507692 1 39471
1.9507692 76 39471
1.9507692 91 39471
1.9507692 79 39471
1.9507692 59 39471
1.9507692 38 39471
1.9507692 31 39471
2.4621924 98 0
2.4621924 72 47777
2.4621924 78 47777
2.4621924 22 47777
2.4621924 96 47777
2.4621924 85 47777
2.5887658 73 0
2.5887658 72 41457
2.5887658 78 41457
2.5887658 22 41457
2.5887658 96 41457
2.5887658 85 41457
2.9835139 30 0
2.9835139 72 35088
2.9835139 78 35088
2.9835139 22 35088
2.9835139 96 35088
2.9835139 85 35088
3.6473134 15 0
3.6473134 72 25615
3.6473134 78 25615
3.6473134 22 25615
3.6473134 96 25615
3.6473134 85 25615
3.7265368 19 0
3.7265368 72 21662
3.7265368 78 21662
3.7265368 22 21662
3.7265368 96 21662
3.7265368 85 21662
3.9407255 11 0
3.9407255 72 12400
3.9407255 78 12400
3.9407255 22 12400
3.9407255 96 12400
3.9407255 85 12400
5.9352923 90 0
5.9352923 72 9201
5.9352923 78 9201
5.9352923 22 9201
5.9352923 96 9201
5.9352923 85 9201
6.6407168 24 22451
6.6407168 44 22451
6.6407168 83 22451
6.6407168 35 22451
6.6407168 39 22451
6.6407168 2 22451
6.6407168 45 22451
6.6407168 82 22451
6.6407168 20 22451
6.6407168 63 22451
6.6407168 66 22451
6.6407168 1 22451
6.6407168 76 22451
6.6407168 91 22451
6.6407168 79 22451
6.6407168 59 22451
6.6407168 38 22451
6.6407168 31 22451
6.7712968 40 0
6.7712968 72 5515
6.7712968 78 5515
6.7712968 22 5515
6.7712968 96 5515
6.7712968 85 5515
8.5090849 41 0
8.5090849 72 2488
8.5090849 78 2488
8.5090849 22 2488
8.5090849 96 2488
8.5090849 85 2488
9.9364123 81 19463
9.9364123 56 19463
9.9364123 99 19463
9.9364123 69 19463
9.9364123 21 19463
9.9364123 80 19463
9.9364123 18 19463
9.9364123 68 19463
9.9364123 9 19463
9.9364123 4 19463
9.9364123 97 19463
9.9364123 24 19463
9.9364123 44 19463
9.9364123 83 19463
9.9364123 35 19463
9.9364123 39 19463
9.9364123 2 19463
9.9364123 45 19463
9.9364123 82 19463
9.9364123 20 19463
9.9364123 63 19463
9.9364123 66 19463
9.9364123 1 19463
9.9364123 76 19463
9.9364123 91 19463
9.9364123 79 19463
9.9364123 59 19463
9.9364123 38 19463
9.9364123 31 19463
19.9147801 43 2488
19.9147801 64 2488
19.9147801 67 2488
19.9147801 92 2488
19.9147801 52 2488
19.9147801 71 2488
19.9147801 93 2488
19.9147801 14 2488
19.9147801 94 2488
19.9147801 95 2488
19.9147801 13 2488
19.9147801 89 2488
19.9147801 34 2488
19.9147801 70 2488
21.8728674 47 0
21.8728674 72 671
21.8728674 78 671
21.8728674 22 671
21.8728674 96 671
21.8728674 85 671
21.8728674 43 671
21.8728674 64 671
21.8728674 67 671
21.8728674 92 671
21.8728674 52 671
21.8728674 71 671
21.8728674 93 671
21.8728674 14 671
21.8728674 94 671
21.8728674 95 671
21.8728674 13 671
21.8728674 89 671
21.8728674 34 671
21.8728674 70 671
35.5208344 17 0
35.5208344 1 0
35.5208344 2 0
35.5208344 3 0
35.5208344 4 0
35.5208344 5 0
35.5208344 6 0
35.5208344 7 0
35.5208344 8 0
35.5208344 9 0
35.5208344 10 0
35.5208344 11 0
35.5208344 12 0
35.5208344 13 0
35.5208344 14 0
35.5208344 15 0
35.5208344 16 0
35.5208344 17 0
35.5208344 18 0
35.5208344 19 0
35.5208344 20 0
35.5208344 21 0
35.5208344 22 0
35.5208344 23 0
35.5208344 24 0
35.5208344 25 0
35.5208344 26 0
35.5208344 27 0
35.5208344 28 0
35.5208344 29 0
35.5208344 30 0
35.5208344 31 0
35.5208344 32 0
35.5208344 33 0
35.5208344 34 0
35.5208344 35 0
35.5208344 36 0
35.5208344 37 0
35.5208344 38 0
35.5208344 39 0
35.5208344 40 0
35.5208344 41 0
35.5208344 42 0
35.5208344 43 0
35.5208344 44 0
35.5208344 45 0
35.5208344 46 0
35.5208344 47 0
35.5208344 48 0
35.5208344 49 0
35.5208344 50 0
35.5208344 51 0
35.5208344 52 0
35.5208344 53 0
35.5208344 54 0
35.5208344 55 0
35.5208344 56 0
35.5208344 57 0
35.5208344 58 0
35.5208344 59 0
35.5208344 60 0
35.5208344 61 0
35.5208344 62 0
35.5208344 63 0
35.5208344 64 0
35.5208344 65 0
35.5208344 66 0
35.5208344 67 0
35.5208344 68 0
35.5208344 69 0
35.5208344 70 0
35.5208344 71 0
35.5208344 72 0
35.5208344 73 0
35.5208344 74 0
35.5208344 75 0
35.5208344 76 0
35.5208344 77 0
35.5208344 78 0
35.5208344 79 0
35.5208344 80 0
35.5208344 81 0
35.5208344 82 0
35.5208344 83 0
35.5208344 84 0
35.5208344 85 0
35.5208344 86 0
35.5208344 87 0
35.5208344 88 0
35.5208344 89 0
35.5208344 90 0
35.5208344 91 0
35.5208344 92 0
35.5208344 93 0
35.5208344 94 0
35.5208344 95 0
35.5208344 96 0
35.5208344 97 0
35.5208344 98 0
35.5208344 99 0

1.0000000 199
0.0000000 1 45
0.0000000 2 58
0.0000000 3 43
0.0000000 4 56
0.0000000 5 76
0.0000000 6 14
0.0000000 7 72
0.0000000 8 4
0.0000000 9 63
0.0000000 10 83
0.0000000 11 61
0.0000000 12 49
0.0000000 13 27
0.0000000 14 57
0.0000000 15 42
0.0000000 16 50
0.0000000 17 89
0.0000000 18 44
0.0000000 19 2
0.0000000 20 93
0.0000000 21 16
0.0000000 22 53
0.0000000 23 84
0.0000000 24 80
0.0000000 25 23
0.0000000 26 96
0.0000000 27 88
0.0000000 28 21
0.0000000 29 78
0.0000000 30 71
0.0000000 31 38
0.0000000 32 67
0.0000000 33 48
0.0000000 34 82
0.0000000 35 37
0.0000000 36 9
0.0000000 37 25
0.0000000 38 36
0.0000000 39 47
0.0000000 40 65
0.0000000 41 24
0.0000000 42 15
0.0000000 43 64
0.0000000 44 59
0.0000000 45 91
0.0000000 46 70
0.0000000 47 90
0.0000000 48 19
0.0000000 49 97
0.0000000 50 33
0.0000000 51 46
0.0000000 52 55
0.0000000 53 7
0.0000000 54 99
0.0000000 55 95
0.0000000 56 12
0.0000000 57 41
0.0000000 58 62
0.0000000 59 75
0.0000000 60 30
0.0000000 61 20
0.0000000 62 26
0.0000000 63 92
0.0000000 64 39
0.0000000 65 13
